Timestamp,r/s,rMB/s,r_await,rareq-sz,w/s,wMB/s,w_await,wareq-sz
2024-11-04 07:52:37.037 , 972.00 , 238.46 , 1.14 , 251.21 , 1180.00 , 280.09 , 2.25 , 243.06
2024-11-04 07:52:37.037 , 1022.00 , 250.49 , 1.16 , 250.98 , 1094.00 , 262.27 , 2.16 , 245.49
2024-11-04 07:52:37.037 , 1034.00 , 252.27 , 1.15 , 249.83 , 1195.00 , 285.31 , 2.14 , 244.48
2024-11-04 07:52:37.037 , 1014.00 , 247.00 , 1.15 , 249.44 , 1109.00 , 265.82 , 2.19 , 245.44
2024-11-04 07:52:37.037 , 999.00 , 244.17 , 1.13 , 250.29 , 1188.00 , 283.41 , 2.16 , 244.29
2024-11-04 07:52:37.037 , 1031.00 , 251.60 , 1.11 , 249.89 , 1101.00 , 264.17 , 2.29 , 245.70
2024-11-04 07:52:37.037 , 1007.00 , 245.77 , 1.13 , 249.92 , 1180.00 , 282.66 , 2.17 , 245.30
2024-11-04 07:52:37.037 , 961.00 , 234.66 , 1.14 , 250.05 , 1069.00 , 252.68 , 2.44 , 242.04
2024-11-04 07:52:37.037 , 983.00 , 241.21 , 1.16 , 251.27 , 1122.00 , 269.42 , 2.18 , 245.89
2024-11-04 07:52:37.037 , 943.00 , 230.75 , 1.11 , 250.57 , 1087.00 , 258.36 , 2.60 , 243.39
2024-11-04 07:52:37.037 , 1009.00 , 245.98 , 1.14 , 249.64 , 1124.00 , 268.94 , 2.15 , 245.02
2024-11-04 07:52:37.037 , 935.00 , 229.72 , 1.12 , 251.58 , 1098.00 , 262.27 , 2.55 , 244.59
2024-11-04 07:52:37.037 , 1053.00 , 257.23 , 1.15 , 250.15 , 1160.00 , 276.12 , 2.01 , 243.75
2024-11-04 07:52:37.037 , 944.00 , 230.74 , 1.11 , 250.30 , 1094.00 , 260.04 , 2.54 , 243.40
2024-11-04 07:52:37.037 , 1052.00 , 257.57 , 1.11 , 250.72 , 1136.00 , 274.64 , 2.00 , 247.56
2024-11-04 07:52:37.037 , 920.00 , 223.89 , 1.15 , 249.20 , 1115.00 , 264.26 , 2.56 , 242.69
2024-11-04 07:52:37.037 , 1068.00 , 260.99 , 1.12 , 250.24 , 1122.00 , 276.63 , 1.97 , 252.47
2024-11-04 07:52:37.037 , 911.00 , 222.07 , 1.23 , 249.61 , 1038.00 , 252.68 , 2.65 , 249.28
2024-11-04 07:52:37.037 , 1022.00 , 248.37 , 1.15 , 248.85 , 1018.00 , 250.15 , 1.99 , 251.62
2024-11-04 07:52:37.037 , 1075.00 , 263.07 , 1.12 , 250.59 , 1029.00 , 252.95 , 1.93 , 251.72
2024-11-04 07:52:37.037 , 1048.00 , 256.32 , 1.12 , 250.45 , 1045.00 , 257.07 , 1.93 , 251.90
2024-11-04 07:52:37.037 , 1087.00 , 266.72 , 1.13 , 251.26 , 1027.00 , 253.76 , 1.93 , 253.02
2024-11-04 07:52:37.037 , 1057.00 , 257.75 , 1.12 , 249.70 , 1135.00 , 250.59 , 1.86 , 226.08
2024-11-04 07:52:37.037 , 925.00 , 226.24 , 1.12 , 250.45 , 1203.00 , 284.54 , 2.46 , 242.20
2024-11-04 07:52:37.037 , 1004.00 , 245.48 , 1.11 , 250.37 , 1073.00 , 259.24 , 2.16 , 247.40
2024-11-04 07:52:37.037 , 1088.00 , 266.06 , 1.10 , 250.41 , 1055.00 , 258.39 , 1.91 , 250.80
2024-11-04 07:52:37.037 , 1067.00 , 258.78 , 1.12 , 248.35 , 1063.00 , 262.41 , 1.91 , 252.78
2024-11-04 07:52:37.037 , 1123.00 , 244.26 , 1.14 , 222.72 , 782.00 , 187.28 , 1.88 , 245.23
2024-11-04 07:52:37.037 , 1166.00 , 287.63 , 1.33 , 252.60 , 886.00 , 218.32 , 1.95 , 252.33
2024-11-04 07:52:37.037 , 1148.00 , 282.71 , 1.30 , 252.18 , 853.00 , 209.96 , 1.97 , 252.06
2024-11-04 07:52:37.037 , 1126.00 , 277.06 , 1.20 , 251.97 , 931.00 , 225.92 , 1.98 , 248.49
2024-11-04 07:52:37.037 , 1108.00 , 271.34 , 1.38 , 250.77 , 1314.00 , 299.54 , 2.23 , 233.43
2024-11-04 07:52:37.037 , 855.00 , 207.98 , 1.38 , 249.09 , 1462.00 , 284.14 , 3.56 , 199.02
2024-11-04 07:52:37.037 , 741.00 , 182.96 , 1.30 , 252.83 , 1145.00 , 283.81 , 4.24 , 253.82
2024-11-04 07:52:37.037 , 1074.00 , 260.29 , 1.47 , 248.17 , 1184.00 , 270.68 , 2.24 , 234.10
2024-11-04 07:52:37.037 , 1032.00 , 253.60 , 1.14 , 251.63 , 1087.00 , 268.78 , 1.90 , 253.20
2024-11-04 07:52:37.037 , 1184.00 , 271.99 , 1.07 , 235.24 , 1143.00 , 276.29 , 2.02 , 247.52
2024-11-04 07:52:37.037 , 1111.00 , 246.69 , 1.05 , 227.37 , 1142.00 , 269.44 , 2.54 , 241.60
2024-11-04 07:52:37.037 , 1194.00 , 264.43 , 1.10 , 226.78 , 1071.00 , 263.39 , 1.90 , 251.83
2024-11-04 07:52:37.037 , 1175.00 , 262.07 , 1.09 , 228.39 , 1014.00 , 249.10 , 1.98 , 251.55
2024-11-04 07:52:37.037 , 1088.00 , 241.70 , 1.10 , 227.48 , 1160.00 , 276.21 , 2.07 , 243.82
2024-11-04 07:52:37.037 , 1103.00 , 244.04 , 1.06 , 226.56 , 1088.00 , 258.25 , 2.56 , 243.06
2024-11-04 07:52:37.037 , 1145.00 , 254.50 , 1.12 , 227.61 , 1103.00 , 247.42 , 1.84 , 229.70
2024-11-04 07:52:37.037 , 1140.00 , 252.89 , 1.07 , 227.16 , 1029.00 , 252.93 , 1.96 , 251.70
2024-11-04 07:52:37.037 , 1219.00 , 271.82 , 1.07 , 228.33 , 1018.00 , 252.33 , 1.94 , 253.82
2024-11-04 07:52:37.037 , 1145.00 , 254.31 , 1.11 , 227.44 , 1082.00 , 252.71 , 1.88 , 239.16
2024-11-04 07:52:37.037 , 1224.00 , 272.42 , 1.05 , 227.91 , 1045.00 , 258.16 , 1.91 , 252.98
2024-11-04 07:52:37.037 , 1005.00 , 222.62 , 1.08 , 226.82 , 1208.00 , 280.51 , 2.59 , 237.78
2024-11-04 07:52:37.037 , 1107.00 , 246.17 , 1.10 , 227.71 , 1066.00 , 248.83 , 1.93 , 239.02
2024-11-04 07:52:37.037 , 1199.00 , 267.30 , 1.08 , 228.29 , 1011.00 , 248.46 , 1.96 , 251.66
2024-11-04 07:52:37.037 , 1183.00 , 263.43 , 1.08 , 228.02 , 1027.00 , 252.38 , 1.94 , 251.65
2024-11-04 07:52:37.037 , 1125.00 , 248.60 , 1.08 , 226.28 , 1015.00 , 250.42 , 1.98 , 252.64
2024-11-04 07:52:37.037 , 1144.00 , 253.22 , 1.08 , 226.66 , 1001.00 , 245.96 , 2.03 , 251.61
2024-11-04 07:52:37.037 , 1209.00 , 269.30 , 1.08 , 228.09 , 1102.00 , 259.00 , 1.84 , 240.67
2024-11-04 07:52:37.037 , 1179.00 , 263.34 , 1.07 , 228.72 , 1042.00 , 256.21 , 1.93 , 251.79
2024-11-04 07:52:37.037 , 1234.00 , 274.72 , 1.08 , 227.97 , 1021.00 , 251.04 , 1.93 , 251.78
2024-11-04 07:52:37.037 , 1097.00 , 243.95 , 1.11 , 227.72 , 1131.00 , 272.89 , 1.96 , 247.07
2024-11-04 07:52:37.037 , 1054.00 , 237.39 , 1.09 , 230.63 , 1114.00 , 261.82 , 2.58 , 240.66
2024-11-04 07:52:37.037 , 1141.00 , 253.06 , 1.11 , 227.11 , 1089.00 , 253.75 , 1.89 , 238.60
2024-11-04 07:52:37.037 , 1179.00 , 262.74 , 1.11 , 228.20 , 1002.00 , 246.06 , 1.99 , 251.47
2024-11-04 07:52:37.037 , 1121.00 , 248.31 , 1.13 , 226.82 , 1020.00 , 250.95 , 2.00 , 251.94
2024-11-04 07:52:37.037 , 1191.00 , 265.92 , 1.13 , 228.64 , 1002.00 , 247.23 , 1.98 , 252.66
2024-11-04 07:52:37.037 , 1139.00 , 252.75 , 1.09 , 227.23 , 1015.00 , 249.27 , 2.00 , 251.48
2024-11-04 07:52:37.037 , 1130.00 , 250.98 , 1.13 , 227.43 , 994.00 , 242.89 , 2.01 , 250.23
2024-11-04 07:52:37.037 , 1164.00 , 259.39 , 1.09 , 228.19 , 1061.00 , 249.56 , 1.92 , 240.86
2024-11-04 07:52:37.037 , 1175.00 , 260.33 , 1.11 , 226.87 , 1011.00 , 249.86 , 1.96 , 253.08
2024-11-04 07:52:37.037 , 1122.00 , 248.62 , 1.11 , 226.91 , 1004.00 , 247.90 , 2.04 , 252.84
2024-11-04 07:52:37.037 , 1188.00 , 263.75 , 1.08 , 227.34 , 1028.00 , 252.80 , 1.98 , 251.82
2024-11-04 07:52:37.037 , 1172.00 , 260.19 , 1.09 , 227.34 , 1036.00 , 253.63 , 1.99 , 250.69
2024-11-04 07:52:37.037 , 1205.00 , 269.18 , 1.09 , 228.74 , 1069.00 , 251.45 , 1.91 , 240.86
2024-11-04 07:52:37.037 , 1136.00 , 250.82 , 1.08 , 226.10 , 1043.00 , 256.27 , 1.92 , 251.60
2024-11-04 07:52:37.037 , 1222.00 , 272.00 , 1.09 , 227.93 , 1034.00 , 255.28 , 1.92 , 252.81
2024-11-04 07:52:37.037 , 1032.00 , 229.55 , 1.10 , 227.77 , 1208.00 , 281.27 , 2.59 , 238.43
2024-11-04 07:52:37.037 , 1136.00 , 252.98 , 1.10 , 228.04 , 1047.00 , 256.30 , 1.94 , 250.67
2024-11-04 07:52:37.037 , 1214.00 , 269.48 , 1.10 , 227.30 , 1062.00 , 253.34 , 1.92 , 244.27
2024-11-04 07:52:37.037 , 1205.00 , 269.88 , 1.08 , 229.34 , 1034.00 , 255.57 , 1.96 , 253.10
2024-11-04 07:52:37.037 , 1186.00 , 265.71 , 1.12 , 229.42 , 1050.00 , 257.91 , 1.93 , 251.52
2024-11-04 07:52:37.037 , 1168.00 , 258.33 , 1.11 , 226.48 , 1070.00 , 264.64 , 1.94 , 253.26
2024-11-04 07:52:37.037 , 1153.00 , 256.73 , 1.08 , 228.00 , 1024.00 , 250.61 , 1.99 , 250.61
2024-11-04 07:52:37.037 , 1120.00 , 251.12 , 1.14 , 229.60 , 988.00 , 233.62 , 2.05 , 242.13
2024-11-04 07:52:37.037 , 1091.09 , 243.34 , 1.13 , 228.38 , 932.67 , 229.09 , 2.11 , 251.52
2024-11-04 07:52:37.037 , 1015.00 , 224.69 , 1.15 , 226.68 , 973.00 , 239.96 , 2.10 , 252.54
2024-11-04 07:52:37.037 , 1041.00 , 205.67 , 1.10 , 202.31 , 842.00 , 204.80 , 2.00 , 249.07
2024-11-04 07:52:37.037 , 1331.00 , 286.28 , 1.20 , 220.25 , 857.00 , 209.98 , 2.04 , 250.90
2024-11-04 07:52:37.037 , 1185.00 , 259.83 , 1.22 , 224.53 , 1413.00 , 283.66 , 2.13 , 205.57
2024-11-04 07:52:37.037 , 951.00 , 209.64 , 1.24 , 225.74 , 1277.00 , 283.49 , 3.27 , 227.33
2024-11-04 07:52:37.037 , 1156.00 , 253.88 , 1.15 , 224.89 , 1043.00 , 243.15 , 2.87 , 238.72
2024-11-04 07:52:37.037 , 1170.00 , 259.10 , 1.30 , 226.76 , 1106.00 , 257.03 , 2.43 , 237.97
2024-11-04 07:52:37.037 , 1298.00 , 284.43 , 1.30 , 224.39 , 930.00 , 223.68 , 2.06 , 246.29
2024-11-04 07:52:37.037 , 1148.00 , 251.71 , 1.22 , 224.52 , 1250.00 , 282.59 , 2.47 , 231.50
2024-11-04 07:52:37.037 , 1123.00 , 246.86 , 1.16 , 225.10 , 1234.00 , 281.90 , 2.77 , 233.92
2024-11-04 07:52:37.037 , 1003.00 , 219.61 , 1.29 , 224.21 , 1278.00 , 283.78 , 3.15 , 227.38
2024-11-04 07:52:37.037 , 933.00 , 206.05 , 1.20 , 226.14 , 1284.00 , 282.79 , 3.50 , 225.53
2024-11-04 07:52:37.037 , 884.00 , 196.24 , 1.32 , 227.32 , 1283.00 , 283.21 , 3.51 , 226.04
2024-11-04 07:52:37.037 , 990.00 , 214.79 , 1.16 , 222.17 , 1254.00 , 273.58 , 3.37 , 223.40
2024-11-04 07:52:37.037 , 1260.00 , 277.73 , 1.30 , 225.71 , 1220.00 , 259.13 , 2.11 , 217.50
2024-11-04 07:52:37.037 , 1315.00 , 287.92 , 1.26 , 224.21 , 967.00 , 232.18 , 2.17 , 245.87
2024-11-04 07:52:37.037 , 1259.00 , 277.10 , 1.37 , 225.38 , 868.00 , 211.68 , 2.02 , 249.72
2024-11-04 07:52:37.037 , 1190.00 , 264.19 , 1.33 , 227.34 , 1119.00 , 260.24 , 2.50 , 238.14
2024-11-04 07:52:37.037 , 1233.00 , 271.98 , 1.19 , 225.88 , 1094.00 , 254.79 , 2.23 , 238.49
2024-11-04 07:52:37.037 , 1228.00 , 270.54 , 1.35 , 225.60 , 999.00 , 224.01 , 2.25 , 229.62
2024-11-04 07:52:37.037 , 1252.00 , 272.96 , 1.20 , 223.25 , 1265.00 , 289.46 , 2.10 , 234.32
2024-11-04 07:52:37.037 , 986.00 , 218.51 , 1.35 , 226.93 , 1261.00 , 282.91 , 3.08 , 229.74
2024-11-04 07:52:37.037 , 794.00 , 174.95 , 1.17 , 225.63 , 1142.00 , 283.25 , 4.23 , 253.98
2024-11-04 07:52:37.037 , 969.00 , 212.16 , 1.35 , 224.20 , 1153.00 , 283.06 , 3.47 , 251.39
2024-11-04 07:52:37.037 , 1002.00 , 237.24 , 1.37 , 242.45 , 1024.00 , 227.14 , 2.46 , 227.14
2024-11-04 07:52:37.037 , 932.00 , 227.86 , 1.17 , 250.36 , 1094.00 , 259.57 , 2.19 , 242.96
2024-11-04 07:52:37.037 , 941.00 , 230.65 , 1.16 , 251.00 , 989.00 , 243.03 , 2.89 , 251.63
2024-11-04 07:52:37.037 , 980.00 , 241.11 , 1.20 , 251.94 , 1102.00 , 271.17 , 2.14 , 251.98
2024-11-04 07:52:37.037 , 961.00 , 235.24 , 1.14 , 250.66 , 1100.00 , 269.54 , 2.58 , 250.92
2024-11-04 07:52:37.037 , 1076.00 , 264.36 , 1.15 , 251.58 , 1090.00 , 268.25 , 2.07 , 252.00
2024-11-04 07:52:37.037 , 884.00 , 216.53 , 1.18 , 250.82 , 1032.00 , 252.64 , 2.85 , 250.68
2024-11-04 07:52:37.037 , 1012.00 , 248.45 , 1.16 , 251.39 , 1055.00 , 259.32 , 2.11 , 251.70
2024-11-04 07:52:37.037 , 947.00 , 231.05 , 1.13 , 249.84 , 1037.00 , 253.27 , 2.79 , 250.10
2024-11-04 07:52:37.037 , 965.00 , 237.94 , 1.16 , 252.49 , 1060.00 , 260.28 , 2.11 , 251.44
2024-11-04 07:52:37.037 , 878.00 , 215.30 , 1.16 , 251.10 , 1093.00 , 248.84 , 2.79 , 233.13
2024-11-04 07:52:37.037 , 1045.00 , 257.37 , 1.14 , 252.19 , 1002.00 , 247.04 , 2.02 , 252.46
2024-11-04 07:52:37.037 , 1026.00 , 252.71 , 1.15 , 252.22 , 992.00 , 243.25 , 2.07 , 251.10
2024-11-04 07:52:37.037 , 908.00 , 222.35 , 1.18 , 250.75 , 1147.00 , 281.66 , 2.60 , 251.45
2024-11-04 07:52:37.037 , 1007.00 , 247.34 , 1.16 , 251.51 , 1000.00 , 244.30 , 2.03 , 250.17
2024-11-04 07:52:37.037 , 1072.00 , 264.21 , 1.13 , 252.38 , 1044.00 , 244.95 , 2.00 , 240.26
2024-11-04 07:52:37.037 , 1011.00 , 249.17 , 1.21 , 252.38 , 990.00 , 244.27 , 2.06 , 252.66
2024-11-04 07:52:37.037 , 1016.00 , 249.94 , 1.16 , 251.91 , 994.00 , 244.38 , 2.08 , 251.76
2024-11-04 07:52:37.037 , 1079.00 , 265.77 , 1.14 , 252.22 , 1012.00 , 250.81 , 2.02 , 253.79
2024-11-04 07:52:37.037 , 1042.00 , 255.49 , 1.14 , 251.08 , 1028.00 , 250.97 , 1.98 , 250.00
2024-11-04 07:52:37.037 , 1031.00 , 254.43 , 1.11 , 252.70 , 1033.00 , 254.32 , 1.97 , 252.10
2024-11-04 07:52:37.037 , 1062.00 , 261.07 , 1.14 , 251.73 , 1038.00 , 244.08 , 2.00 , 240.79
2024-11-04 07:52:37.037 , 994.00 , 244.25 , 1.07 , 251.63 , 997.00 , 244.98 , 2.08 , 251.62
2024-11-04 07:52:37.037 , 1008.00 , 247.24 , 1.06 , 251.17 , 996.00 , 244.64 , 2.06 , 251.51
2024-11-04 07:52:37.037 , 927.00 , 227.40 , 1.12 , 251.19 , 1135.00 , 277.17 , 2.71 , 250.07
2024-11-04 07:52:37.037 , 1056.00 , 258.24 , 1.12 , 250.41 , 1009.00 , 247.97 , 2.04 , 251.66
2024-11-04 07:52:37.037 , 1033.00 , 255.00 , 1.13 , 252.78 , 1052.00 , 250.09 , 1.98 , 243.44
2024-11-04 07:52:37.037 , 1035.00 , 254.54 , 1.18 , 251.83 , 973.00 , 240.04 , 2.06 , 252.62
2024-11-04 07:52:37.037 , 999.00 , 245.72 , 1.16 , 251.87 , 967.00 , 238.50 , 2.11 , 252.55
2024-11-04 07:52:37.037 , 1037.00 , 254.97 , 1.16 , 251.78 , 1029.00 , 253.07 , 1.96 , 251.84
2024-11-04 07:52:37.037 , 1022.00 , 251.28 , 1.14 , 251.77 , 984.00 , 240.44 , 2.05 , 250.21
2024-11-04 07:52:37.037 , 995.00 , 244.19 , 1.19 , 251.30 , 1050.00 , 239.91 , 2.01 , 233.97
2024-11-04 07:52:37.037 , 1066.00 , 262.47 , 1.14 , 252.13 , 1013.00 , 250.16 , 2.02 , 252.87
2024-11-04 07:52:37.037 , 1053.00 , 259.70 , 1.14 , 252.55 , 1007.00 , 248.60 , 2.02 , 252.79
2024-11-04 07:52:37.037 , 1055.00 , 260.00 , 1.17 , 252.36 , 1017.00 , 248.84 , 2.03 , 250.55
2024-11-04 07:52:37.037 , 1074.00 , 264.53 , 1.14 , 252.21 , 1052.00 , 258.25 , 1.96 , 251.37
2024-11-04 07:52:37.037 , 1038.00 , 255.26 , 1.13 , 251.81 , 1029.00 , 252.68 , 1.93 , 251.45
2024-11-04 07:52:37.037 , 1095.00 , 269.43 , 1.17 , 251.96 , 1022.00 , 251.30 , 1.94 , 251.79
2024-11-04 07:52:37.037 , 1051.00 , 257.63 , 1.14 , 251.02 , 1008.00 , 249.81 , 2.00 , 253.78
2024-11-04 07:52:37.037 , 1049.00 , 257.55 , 1.13 , 251.42 , 1050.00 , 258.13 , 1.92 , 251.74
2024-11-04 07:52:37.037 , 1081.00 , 265.88 , 1.15 , 251.86 , 1025.00 , 250.92 , 1.97 , 250.68
2024-11-04 07:52:37.037 , 930.00 , 227.72 , 1.14 , 250.74 , 1237.00 , 282.62 , 2.57 , 233.96
2024-11-04 07:52:37.037 , 1096.00 , 269.29 , 1.16 , 251.60 , 1033.00 , 254.64 , 1.95 , 252.43
2024-11-04 07:52:37.037 , 1006.00 , 247.40 , 1.17 , 251.83 , 1030.00 , 254.35 , 2.00 , 252.87
2024-11-04 07:52:37.037 , 1070.00 , 262.78 , 1.13 , 251.48 , 1031.00 , 253.86 , 1.98 , 252.14
2024-11-04 07:52:37.037 , 1068.00 , 262.93 , 1.14 , 252.10 , 1026.00 , 252.12 , 1.98 , 251.63
2024-11-04 07:52:37.037 , 1084.00 , 266.31 , 1.13 , 251.57 , 1021.00 , 250.11 , 1.96 , 250.84
2024-11-04 07:52:37.037 , 1029.00 , 252.73 , 1.12 , 251.50 , 1107.00 , 262.35 , 1.89 , 242.68
2024-11-04 07:52:37.037 , 1016.00 , 215.92 , 1.09 , 217.62 , 823.00 , 201.08 , 1.92 , 250.19
2024-11-04 07:52:37.037 , 1212.00 , 296.47 , 1.29 , 250.48 , 913.00 , 215.51 , 1.89 , 241.71
2024-11-04 07:52:37.037 , 1199.00 , 281.04 , 1.42 , 240.02 , 890.00 , 212.04 , 1.88 , 243.96
2024-11-04 07:52:37.037 , 1238.00 , 281.25 , 1.45 , 232.63 , 859.00 , 207.69 , 1.90 , 247.59
2024-11-04 07:52:37.037 , 1253.00 , 284.87 , 1.48 , 232.80 , 1063.00 , 216.04 , 1.74 , 208.12
2024-11-04 07:52:37.037 , 1230.00 , 281.64 , 1.46 , 234.47 , 1143.00 , 268.27 , 1.92 , 240.34
2024-11-04 07:52:37.037 , 1084.00 , 247.09 , 1.25 , 233.41 , 1260.00 , 284.54 , 2.72 , 231.24
2024-11-04 07:52:37.037 , 879.00 , 198.32 , 1.34 , 231.03 , 1297.00 , 282.68 , 3.40 , 223.18
2024-11-04 07:52:37.037 , 953.00 , 216.12 , 1.16 , 232.22 , 1266.00 , 283.05 , 3.48 , 228.95
2024-11-04 07:52:37.037 , 869.00 , 196.39 , 1.24 , 231.42 , 1357.00 , 282.78 , 3.84 , 213.39
2024-11-04 07:52:37.037 , 1011.00 , 230.38 , 1.36 , 233.34 , 1151.00 , 259.73 , 3.24 , 231.07
2024-11-04 07:52:37.037 , 1159.00 , 263.19 , 1.34 , 232.53 , 1128.00 , 261.12 , 2.50 , 237.05
2024-11-04 07:52:37.037 , 1277.00 , 292.06 , 1.34 , 234.20 , 927.00 , 224.68 , 1.94 , 248.19
2024-11-04 07:52:37.037 , 1104.00 , 251.69 , 1.40 , 233.45 , 1126.00 , 259.14 , 2.43 , 235.67
2024-11-04 07:52:37.037 , 1230.00 , 281.54 , 1.39 , 234.39 , 889.00 , 219.98 , 2.06 , 253.38
2024-11-04 07:52:37.037 , 1115.00 , 252.29 , 1.34 , 231.70 , 1222.00 , 256.04 , 2.45 , 214.55
2024-11-04 07:52:37.037 , 1139.00 , 256.64 , 1.36 , 230.73 , 1082.00 , 260.00 , 5.27 , 246.07
